-843,-202," 1844	", 
-833,-237," 1834	", 
-829,-194," 1851	", 
-830,-246," 1841	", 
-860,-261," 1863	", 
-894,-321," 1791	", 
-872,-192," 1848	", 
-845,-285," 1822	", 
-830,-242," 1826	", 
-842,-244," 1841	", 
-851,-224," 1868	", 
-759,-282," 1904	", 
-834,-219," 1845	", 
-849,-283," 1875	", 
-1035,-360," 1716	", 
-907,-95," 1842	", 
-837,-297," 1831	", 
-827,-129," 1835	", 
-809,-274," 1799	", 
-837,-188," 1859	", 
-813,-284," 1842	", 
-797,-205," 1810	", 
-813,-213," 1800	", 
-815,-256," 1833	", 
-843,-189," 1862	", 
-841,-246," 1842	", 
-853,-213," 1844		",
